Hexa,Cube,N,E,Name
108586802C3421,0.1.1.0.2.2.0.3.3.0.1.1.0.0.0.0.3.3.0.1.1.0.4.4.0.3.3,96,178,
108180842DB421,0.1.1.0.2.2.0.0.0.0.1.1.0.3.3.0.4.4.0.1.1.0.3.3.0.4.4,44,87,
10818085AC042D,0.1.1.0.2.2.0.0.0.0.1.1.0.3.3.0.3.3.0.1.1.0.4.4.0.4.4,32,46,Triple Block Clock
10018087AC042D,0.1.1.0.0.0.0.0.0.0.1.1.3.2.2.3.2.2.0.1.1.0.4.4.0.4.4,25,35,
1021A48180007F,0.1.1.0.2.0.0.2.0.0.1.1.0.2.3.0.2.3.0.0.0.4.4.4.4.4.4,25,34,
10818085A005AD,0.1.1.0.2.2.0.0.0.0.1.1.0.3.3.0.3.3.0.4.4.0.4.4.0.4.4,32,46,
100580842DB421,0.1.1.0.0.0.0.2.2.0.1.1.0.3.3.0.4.4.0.1.1.0.3.3.0.4.4,140,274,
10058085AC042D,0.1.1.0.0.0.0.2.2.0.1.1.0.3.3.0.3.3.0.1.1.0.4.4.0.4.4,94,133,
1031A48100007F,0.1.1.0.2.3.0.2.3.0.1.1.0.2.0.0.2.0.0.0.0.4.4.4.4.4.4,42,58,
10058085A005AD,0.1.1.0.0.0.0.2.2.0.1.1.0.3.3.0.3.3.0.4.4.0.4.4.0.4.4,94,132,
108180846F8421,0.1.1.0.2.2.0.0.0.0.1.1.5.3.3.4.4.4.0.1.1.5.3.3.0.6.6,124,224,
108180846D8423,0.1.1.0.2.2.0.0.0.0.1.1.0.3.3.4.4.4.0.1.1.0.3.3.5.5.5,68,129,
18400B42007AD,0.0.0.1.1.1.0.2.2.0.3.3.0.3.3.0.4.4.6.5.5.6.5.5.0.5.5,89,158,
118000B4200FE1,0.1.1.2.2.2.0.0.0.0.3.3.0.3.3.0.4.4.5.5.5.5.5.5.0.6.6,89,158,
118400B42005AD,0.1.1.2.2.2.0.3.3.0.4.4.0.4.4.0.5.5.0.6.6.0.6.6.0.6.6,198,344,
100401847D8C21,0.1.1.0.0.0.0.2.2.3.3.3.0.4.4.5.5.5.3.3.3.0.4.4.0.6.6,110,168,
108400F42005AD,0.1.1.0.2.2.0.3.3.5.4.4.5.4.4.0.6.6.0.7.7.0.7.7.0.7.7,2496,4224,
108470842005AD,0.1.1.4.2.2.0.3.3.0.5.5.4.2.2.0.6.6.0.7.7.0.7.7.0.7.7,1796,2448,
108400B4200FE1,0.1.1.0.2.2.0.3.3.0.4.4.0.4.4.0.5.5.6.6.6.6.6.6.0.7.7,2025,3260,
100400F4200FE1,0.1.1.0.0.0.0.2.2.4.3.3.4.3.3.0.5.5.6.6.6.6.6.6.0.7.7,1770,2888,
10858085AC0431,0.1.1.0.2.2.0.3.3.0.1.1.0.4.4.0.4.4.0.1.1.6.5.5.6.7.7,1656,2248,
10058087AC0431,0.1.1.0.0.0.0.2.2.0.1.1.4.3.3.4.3.3.0.1.1.6.5.5.6.7.7,1330,1804,
108400B4000FE3,0.1.1.0.2.2.0.3.3.0.4.4.0.4.4.0.0.0.5.5.5.5.5.5.6.6.6,194,352,
100400B42007BD,0.1.1.0.0.0.0.2.2.0.3.3.0.3.3.0.4.4.6.5.5.6.5.5.6.5.5,182,344,
100401843DCC21,0.1.1.0.0.0.0.2.2.3.3.3.0.4.4.6.5.5.3.3.3.0.4.4.6.7.7,916,1316,
108401841DCC21,0.1.1.0.2.2.0.3.3.4.4.4.0.5.5.6.0.0.4.4.4.0.5.5.6.7.7,886,1346,
10078085AC0431,3.1.1.0.0.0.0.2.2.3.1.1.0.4.4.0.4.4.0.1.1.6.5.5.6.7.7,183,244,
10458085AC0431,0.1.1.2.0.0.2.3.3.0.1.1.0.4.4.0.4.4.0.1.1.6.5.5.6.7.7,550,740,
10078087AC0411,3.1.1.0.0.0.0.2.2.3.1.1.5.4.4.5.4.4.0.1.1.6.0.0.6.7.7,87,116,
10518087AC0414,0.1.1.2.0.3.2.0.3.0.1.1.5.4.4.5.4.4.0.1.1.6.0.7.6.0.7,442,596,
1007A6802005AD,3.1.1.0.4.0.0.2.2.3.1.1.0.4.0.0.2.2.0.5.5.0.5.5.0.5.5,136,184,
1005AE802C042D,0.1.1.0.3.0.4.2.2.0.1.1.0.3.0.4.2.2.0.1.1.0.5.5.0.5.5,124,168,
1185808C6005AD,0.1.1.2.2.2.0.3.3.0.1.1.4.4.4.5.5.5.0.6.6.0.6.6.0.6.6,37,52,
10B4018C6005AD,0.1.1.0.2.2.0.2.2.3.3.3.4.4.4.5.5.5.0.6.6.0.6.6.0.6.6,58,116,
1084018C7C0C2D,0.1.1.0.2.2.0.3.3.4.4.4.5.5.5.6.6.6.4.4.4.0.7.7.0.7.7,164,228,
1084008C6C047F,0.1.1.0.2.2.0.3.3.0.4.4.5.5.5.6.6.6.0.4.4.7.7.7.7.7.7,164,228,
1084018C3C3C61,0.1.1.0.2.2.0.3.3.4.4.4.5.5.5.0.6.6.4.4.4.7.7.7.0.6.6,236,444,
13F60080007F,2.3.4.5.6.1.0.7.1.2.3.4.5.6.1.0.7.1.0.0.0.8.8.8.8.8.8,440,588,
108580862005BD,0.1.1.0.2.2.0.3.3.0.1.1.5.4.4.5.6.6.0.7.7.8.7.7.8.7.7,356,476,
108580842E7421,0.1.1.0.2.2.0.3.3.0.1.1.6.4.4.7.5.5.0.1.1.6.8.8.7.5.5,708,1196,
108580843E3421,0.1.1.0.2.2.0.3.3.6.1.1.7.4.4.0.5.5.6.1.1.7.8.8.0.5.5,752,1204,
53920280007F,3.4.5.1.0.2.1.0.2.3.4.5.6.0.2.6.0.2.0.0.0.7.7.7.7.7.7,153,204,
73920080007F,4.5.6.1.2.3.1.2.3.4.5.6.0.0.3.0.0.3.0.0.0.7.7.7.7.7.7,518,692,
10F4008080047F,0.1.1.3.2.2.3.2.2.0.4.4.0.0.5.0.0.5.0.6.6.7.7.7.7.7.7,1104,1628,
108580803C7421,0.1.1.0.2.2.0.3.3.5.1.1.0.0.0.6.4.4.5.1.1.0.7.7.6.4.4,744,1100,
100780803C7421,3.1.1.0.0.0.0.2.2.3.1.1.0.0.0.5.4.4.3.1.1.0.6.6.5.4.4,120,240,
70018C7C0C63,0.0.0.1.2.3.1.2.3.4.4.4.5.5.5.6.6.6.4.4.4.7.7.7.8.8.8,134,260,
1084018C6007BD,0.1.1.0.2.2.0.3.3.4.4.4.5.5.5.6.6.6.8.7.7.8.7.7.8.7.7,140,280,
E00058C1C7C60,1.2.3.1.2.3.0.4.0.5.5.5.6.6.6.7.4.8.5.5.5.9.9.9.7.4.8,28,40,
71000C7C007F,0.4.0.1.2.3.1.2.3.7.4.8.5.5.5.6.6.6.7.4.8.9.9.9.9.9.9,40,80,
18E80001C007F,3.0.4.1.1.1.2.2.2.3.5.4.0.0.0.0.0.0.3.5.4.6.6.6.6.6.6,22,44,
168000842DB421,0.1.1.0.1.1.0.0.0.0.2.2.0.3.3.0.4.4.0.2.2.0.3.3.0.4.4,32,52,Unbandaged YZ
F43237A1,0.0.0.0.0.0.0.0.0.2.1.1.2.1.1.0.3.3.2.4.4.2.4.4.0.3.3,25,39,
108040842FB421,0.1.1.3.2.2.0.0.0.0.4.4.3.5.5.0.6.6.0.4.4.3.5.5.0.6.6,248,444,
108000C7AC042D,0.1.1.0.2.2.0.0.0.4.3.3.4.5.5.4.5.5.0.3.3.0.6.6.0.6.6,164,232,
1081F08460042D,0.1.1.3.2.2.0.0.0.0.1.1.3.2.2.4.4.4.0.5.5.0.6.6.0.6.6,180,260,
18000842DB631,0.0.0.1.1.1.0.0.0.0.2.2.0.3.3.0.4.4.5.2.2.5.3.3.5.4.4,76,151,
1081B0846005A3,0.1.1.0.2.2.0.0.0.0.1.1.0.2.2.3.3.3.0.4.4.0.4.4.5.5.5,52,71,
1085B684200461,0.1.1.0.2.2.0.3.3.0.1.1.0.2.2.0.3.3.0.4.4.5.5.5.0.6.6,451,864,
1085B08460042D,0.1.1.0.2.2.0.3.3.0.1.1.0.2.2.4.4.4.0.5.5.0.6.6.0.6.6,313,446,
100400C7AC042D,0.1.1.0.0.0.0.2.2.4.3.3.4.5.5.4.5.5.0.3.3.0.6.6.0.6.6,224,314,
8C000842FB421,1.0.0.1.2.2.1.0.0.0.3.3.6.4.4.0.5.5.0.3.3.6.4.4.0.5.5,415,712,
10818087A00C2D,0.1.1.0.2.2.0.0.0.0.1.1.4.3.3.4.3.3.5.5.5.0.6.6.0.6.6,313,428,
108400842FB421,0.1.1.0.2.2.0.3.3.0.4.4.7.5.5.0.6.6.0.4.4.7.5.5.0.6.6,2820,4848,
10840087AC042D,0.1.1.0.2.2.0.3.3.0.4.4.6.5.5.6.5.5.0.4.4.0.7.7.0.7.7,2275,3356,
B400443F8221,0.0.0.0.1.1.0.1.1.2.5.6.2.3.3.0.4.4.2.5.6.2.3.3.0.7.7,2072,2992,
168400B42005A3,0.1.1.0.1.1.0.2.2.0.3.3.0.3.3.0.4.4.0.5.5.0.5.5.6.6.6,970,1712,
10858085A00C2D,0.1.1.0.2.2.0.3.3.0.1.1.0.4.4.0.4.4.5.5.5.0.6.6.0.6.6,778,1060,
1085F0840005A3,0.1.1.4.2.2.0.3.3.0.1.1.4.2.2.0.0.0.0.5.5.0.5.5.6.6.6,664,904,
108400843DB421,0.1.1.0.2.2.0.3.3.7.4.4.0.5.5.0.6.6.7.4.4.0.5.5.0.6.6,2300,3824,
10840085AC043D,0.1.1.0.2.2.0.3.3.0.4.4.0.5.5.0.5.5.0.4.4.7.6.6.7.6.6,1934,2822,
10040087AC043D,0.1.1.0.0.0.0.2.2.0.3.3.5.4.4.5.4.4.0.3.3.7.6.6.7.6.6,1815,2642,
1023BE8100002D,3.1.1.0.2.4.5.2.6.3.1.1.0.2.4.5.2.6.0.0.0.0.7.7.0.7.7,1708,2448,
21000842DB631,0.0.1.0.0.1.0.0.1.0.2.2.0.3.3.0.4.4.5.2.2.5.3.3.5.4.4,41,80,
100400842DB631,0.1.1.0.0.0.0.2.2.0.3.3.0.4.4.0.5.5.6.3.3.6.4.4.6.5.5,564,912,
100C00842DF421,0.1.1.0.0.0.2.2.2.0.3.3.0.4.4.6.5.5.0.3.3.0.4.4.6.5.5,204,376,
10058085A0063D,0.1.1.0.0.0.0.2.2.0.1.1.0.3.3.0.3.3.5.4.4.5.6.6.5.6.6,243,328,
30040085AC043D,1.1.1.0.0.0.0.2.2.0.3.3.0.4.4.0.4.4.0.3.3.6.5.5.6.5.5,510,684,
100400843DF421,0.1.1.0.0.0.0.2.2.6.3.3.0.4.4.7.5.5.6.3.3.0.4.4.7.5.5,1138,1720,
10440085AC043D,0.1.1.2.0.0.2.3.3.0.4.4.0.5.5.0.5.5.0.4.4.7.6.6.7.6.6,985,1410,
1033AC8100005E,4.1.1.0.2.3.5.2.3.4.1.1.0.2.0.5.2.0.0.0.0.6.6.7.6.6.7,916,1296,
1085F084200463,0.1.1.4.2.2.0.3.3.0.1.1.4.2.2.0.5.5.0.6.6.7.7.7.8.8.8,940,1664,
1085F084200C61,0.1.1.4.2.2.0.3.3.0.1.1.4.2.2.0.5.5.6.6.6.7.7.7.0.8.8,862,1516,
168400F4200463,0.1.1.0.1.1.0.2.2.4.3.3.4.3.3.0.5.5.0.6.6.7.7.7.8.8.8,1036,1664,
168400F4200C61,0.1.1.0.1.1.0.2.2.4.3.3.4.3.3.0.5.5.6.6.6.7.7.7.0.8.8,952,1628,
108430C6200C2D,0.1.1.0.2.2.0.3.3.5.4.4.5.2.2.5.6.6.7.7.7.0.8.8.0.8.8,104,140,
10C07886200C61,0.1.1.3.2.2.3.0.0.0.4.4.3.2.2.3.5.5.6.6.6.7.7.7.0.8.8,140,188,
188670C4200C60,2.1.1.2.3.3.0.4.4.2.5.5.2.3.3.0.6.6.7.7.7.8.8.8.0.0.0,228,308,
16840084638423,0.1.1.0.1.1.0.2.2.0.3.3.6.4.4.5.5.5.0.7.7.6.4.4.8.8.8,212,292,
16840184238423,0.1.1.0.1.1.0.2.2.3.3.3.6.4.4.0.5.5.0.7.7.6.4.4.8.8.8,250,340,
168C0084638421,0.1.1.0.1.1.2.2.2.0.3.3.6.4.4.5.5.5.0.7.7.6.4.4.0.8.8,532,732,
108400F62007A1,0.1.1.0.2.2.0.3.3.5.4.4.5.4.4.5.6.6.8.7.7.8.7.7.0.9.9,1017,1816,
108400847F8421,0.1.1.0.2.2.0.3.3.7.4.4.8.5.5.6.6.6.7.4.4.8.5.5.0.9.9,1178,1844,
108430C620043D,0.1.1.0.2.2.0.3.3.5.4.4.5.2.2.5.6.6.0.7.7.9.8.8.9.8.8,694,964,
1084318620043D,0.1.1.0.2.2.0.3.3.4.4.4.5.2.2.5.6.6.0.7.7.9.8.8.9.8.8,770,1082,
1085B084200C63,0.1.1.0.2.2.0.3.3.0.1.1.0.2.2.0.4.4.5.5.5.6.6.6.7.7.7,99,194,
10858085A00C63,0.1.1.0.2.2.0.3.3.0.1.1.0.4.4.0.4.4.5.5.5.6.6.6.7.7.7,71,98,
10058087A00C63,0.1.1.0.0.0.0.2.2.0.1.1.4.3.3.4.3.3.5.5.5.6.6.6.7.7.7,48,66,
10840185A00C3D,0.1.1.0.2.2.0.3.3.4.4.4.0.5.5.0.5.5.6.6.6.8.7.7.8.7.7,306,580,
1087F084000463,4.1.1.5.2.2.0.3.3.4.1.1.5.2.2.0.0.0.0.6.6.7.7.7.8.8.8,387,682,
1087F084120421,4.1.1.5.2.2.0.3.3.4.1.1.5.2.2.0.0.0.4.6.6.5.7.7.0.8.8,199,346,
1087B084600423,4.1.1.0.2.2.0.3.3.4.1.1.0.2.2.5.5.5.0.6.6.0.7.7.8.8.8,427,662,
108FB084600421,4.1.1.0.2.2.3.3.3.4.1.1.0.2.2.5.5.5.0.6.6.0.7.7.0.8.8,563,846,
10840085BC0463,0.1.1.0.2.2.0.3.3.6.4.4.0.5.5.0.5.5.6.4.4.7.7.7.8.8.8,255,348,
31840085BC0421,1.1.1.2.2.2.0.3.3.6.4.4.0.5.5.0.5.5.6.4.4.0.7.7.0.8.8,292,396,
21187208C00863,1.1.0.2.2.3.4.4.3.0.0.0.2.2.3.5.5.3.6.6.0.7.7.7.8.8.8,56,76,
21187308800863,1.1.0.2.2.3.4.4.3.5.5.0.2.2.3.0.0.3.6.6.0.7.7.7.8.8.8,65,88,
83FA0418002D,2.3.4.5.1.1.6.0.7.2.3.4.5.1.1.6.0.7.2.3.0.0.8.8.0.8.8,152,208,
100C00847D8423,0.1.1.0.0.0.2.2.2.6.3.3.0.4.4.5.5.5.6.3.3.0.4.4.7.7.7,52,104,
108400843F8423,0.1.1.0.2.2.0.3.3.7.4.4.8.5.5.0.6.6.7.4.4.8.5.5.9.9.9,7366,11756,
1084308620063D,0.1.1.0.2.2.0.3.3.0.4.4.5.2.2.5.6.6.8.7.7.8.9.9.8.9.9,4400,5928,
108400843FC421,0.1.1.0.2.2.0.3.3.7.4.4.8.5.5.9.6.6.7.4.4.8.5.5.9.10.10,3792,5768,
10840085BE4421,0.1.1.0.2.2.0.3.3.6.4.4.7.5.5.8.5.5.6.4.4.7.9.9.8.10.10,3312,4712,
108408843DC421,0.1.1.0.2.2.4.3.3.8.5.5.0.6.6.4.7.7.8.5.5.0.6.6.4.9.9,472,752,
33B601800C1C,3.4.5.0.1.2.0.1.2.3.4.5.0.1.2.0.1.2.6.6.6.7.8.9.7.8.9,773,1176,
10840184638C23,0.1.1.0.2.2.0.3.3.4.4.4.7.5.5.6.6.6.8.8.8.7.5.5.9.9.9,220,424,
300C0184618C23,1.1.1.0.0.0.2.2.2.3.3.3.0.4.4.5.5.5.6.6.6.0.4.4.7.7.7,6,12,
83FE04000631,2.3.4.5.1.1.6.7.8.2.3.4.5.1.1.6.7.8.10.9.9.10.11.11.10.12.12,60,80,
211B1308C0085A,1.1.0.2.2.3.4.4.3.1.1.0.5.5.3.6.6.3.7.7.0.8.8.0.8.8.0,1281,1800,
F400838C043D,0.0.0.2.1.1.2.1.1.0.3.3.4.5.6.4.5.6.0.3.3.8.7.7.8.7.7,1392,1992,
10139E8080003D,3.1.1.0.0.2.4.5.2.3.1.1.0.0.2.4.5.2.0.0.0.7.6.6.7.6.6,812,1136,
10139E8080042D,3.1.1.0.0.2.4.5.2.3.1.1.0.0.2.4.5.2.0.6.6.0.7.7.0.7.7,354,488,
1007BE8020042D,3.1.1.0.4.5.6.2.2.3.1.1.0.4.5.6.2.2.0.7.7.0.8.8.0.8.8,968,1364,
1007AE8030042D,3.1.1.0.4.0.5.2.2.3.1.1.0.4.0.5.2.2.3.6.6.0.7.7.0.7.7,84,112,
201B930080085E,1.1.4.0.0.2.3.3.2.1.1.4.0.0.2.0.0.2.5.5.0.6.6.7.6.6.7,342,468,
F4010C7C0863,0.0.0.2.1.1.2.1.1.3.3.6.4.4.4.5.5.5.3.3.6.7.7.7.8.8.8,74,104,
630008C3C7461,0.1.2.0.1.2.0.1.2.6.3.3.4.4.4.7.5.5.6.3.3.8.8.8.7.5.5,116,232,
1187808C60043D,4.1.1.2.2.2.0.3.3.4.1.1.5.5.5.6.6.6.0.7.7.9.8.8.9.8.8,38,56,
118B808C60043D,4.1.1.2.2.2.3.3.0.4.1.1.5.5.5.6.6.6.0.7.7.9.8.8.9.8.8,28,40,
10F4018C60043D,0.1.1.3.2.2.3.2.2.4.4.4.5.5.5.6.6.6.0.7.7.9.8.8.9.8.8,60,120,
10F4018C60062D,0.1.1.3.2.2.3.2.2.4.4.4.5.5.5.6.6.6.8.7.7.8.9.9.0.9.9,40,80,
47000839C043D,0.1.0.2.1.3.2.1.3.8.4.4.5.6.7.5.6.7.8.4.4.10.9.9.10.9.9,64,88,
2013FF00800862,1.1.3.4.5.2.6.7.2.1.1.3.4.5.2.6.7.2.8.8.0.9.9.9.10.10.0,56,76,
1007FE80200461,3.1.1.4.5.6.7.2.2.3.1.1.4.5.6.7.2.2.0.8.8.9.9.9.0.10.10,82,148,
1007FE80200462,3.1.1.4.5.6.7.2.2.3.1.1.4.5.6.7.2.2.0.8.8.9.9.9.10.10.0,68,116,
108F80846005A3,4.1.1.0.2.2.3.3.3.4.1.1.0.5.5.6.6.6.0.7.7.0.7.7.8.8.8,25,34,
1007FE80200C21,3.1.1.4.5.6.7.2.2.3.1.1.4.5.6.7.2.2.8.8.8.0.9.9.0.10.10,250,432,
1007FE80204421,3.1.1.4.5.6.7.2.2.3.1.1.4.5.6.7.2.2.0.8.8.0.9.9.7.10.10,290,484,
1003FE8000043D,2.1.1.3.4.5.6.7.8.2.1.1.3.4.5.6.7.8.0.9.9.11.10.10.11.10.10,321,448,
73920380043D,4.5.6.1.2.3.1.2.3.4.5.6.7.8.3.7.8.3.0.9.9.11.10.10.11.10.10,277,384,
53FE0280041C,3.4.5.1.6.2.1.7.2.3.4.5.1.6.2.1.7.2.0.8.8.9.10.11.9.10.11,300,420,
10F4018C600C63,0.1.1.3.2.2.3.2.2.4.4.4.5.5.5.6.6.6.7.7.7.8.8.8.9.9.9,52,104,
318C018C600C63,1.1.1.2.2.2.3.3.3.4.4.4.5.5.5.6.6.6.7.7.7.8.8.8.9.9.9,7,16,1x3x3
8000B42DB5A1,0.0.0.0.1.1.0.0.0.0.2.2.0.2.2.0.3.3.0.2.2.0.2.2.0.3.3,14,25,
80000B42DB5A1,1.0.0.1.0.0.0.0.0.0.2.2.0.2.2.0.3.3.0.2.2.0.2.2.0.3.3,51,90,
18000B42F85A1,0.0.0.1.1.1.0.0.0.0.2.2.4.2.2.0.3.3.0.2.2.4.2.2.0.5.5,180,272,
8000B46D85A3,0.0.0.0.1.1.0.0.0.0.2.2.0.2.2.3.3.3.0.2.2.0.2.2.4.4.4,32,46,
108000B46D85A1,0.1.1.0.2.2.0.0.0.0.3.3.0.3.3.4.4.4.0.3.3.0.3.3.0.5.5,293,442,
100000B46D85A3,0.1.1.0.0.0.0.0.0.0.2.2.0.2.2.3.3.3.0.2.2.0.2.2.4.4.4,100,144,
100400B46D85A1,0.1.1.0.0.0.0.2.2.0.3.3.0.3.3.4.4.4.0.3.3.0.3.3.0.5.5,286,432,
8000B42F85A3,0.0.0.0.1.1.0.0.0.0.2.2.4.2.2.0.3.3.0.2.2.4.2.2.5.5.5,258,384,
108000B42F85A1,0.1.1.0.2.2.0.0.0.0.3.3.5.3.3.0.4.4.0.3.3.5.3.3.0.6.6,2304,3648,
108000B42D85A3,0.1.1.0.2.2.0.0.0.0.3.3.0.3.3.0.4.4.0.3.3.0.3.3.5.5.5,782,1144,
108400B42D85A1,0.1.1.0.2.2.0.3.3.0.4.4.0.4.4.0.5.5.0.4.4.0.4.4.0.6.6,2213,3472,
300000B42D85A3,1.1.1.0.0.0.0.0.0.0.2.2.0.2.2.0.3.3.0.2.2.0.2.2.4.4.4,52,72,
108400B40D85A3,0.1.1.0.2.2.0.3.3.0.4.4.0.4.4.0.0.0.0.4.4.0.4.4.5.5.5,1048,1508,
100400B42D87A1,0.1.1.0.0.0.0.2.2.0.3.3.0.3.3.0.4.4.5.3.3.5.3.3.0.6.6,1484,2284,
300800B40D85A3,1.1.1.0.0.0.2.2.0.0.3.3.0.3.3.0.0.0.0.3.3.0.3.3.4.4.4,29,40,
100C00B40D87A1,0.1.1.0.0.0.2.2.2.0.3.3.0.3.3.0.0.0.4.3.3.4.3.3.0.5.5,870,1212,
180400B40DC5A1,2.1.1.2.0.0.0.3.3.0.4.4.0.4.4.5.0.0.0.4.4.0.4.4.5.6.6,711,1056,
20018FFC0C60,0.0.0.0.1.0.0.1.0.2.2.2.3.3.3.3.3.3.2.2.2.4.4.4.0.0.0,16,22,
1001808FEC0461,0.1.1.0.0.0.0.0.0.0.1.1.2.2.2.2.2.2.0.1.1.3.3.3.0.4.4,21,29,
1081808FEC0421,0.1.1.0.2.2.0.0.0.0.1.1.3.3.3.3.3.3.0.1.1.0.4.4.0.5.5,170,236,
18FFC0C1C,0.0.0.0.0.0.0.0.0.1.1.1.2.2.2.2.2.2.1.1.1.3.4.5.3.4.5,205,285,
1000018FFC0C21,0.1.1.0.0.0.0.0.0.2.2.2.3.3.3.3.3.3.2.2.2.0.4.4.0.5.5,119,163,
1004018FFC0C01,0.1.1.0.0.0.0.2.2.3.3.3.4.4.4.4.4.4.3.3.3.0.0.0.0.5.5,128,176,
1011808FEC0411,0.1.1.0.0.2.0.0.2.0.1.1.3.3.3.3.3.3.0.1.1.4.0.0.4.5.5,54,72,
180008C2FB461,0.0.0.1.1.1.0.0.0.0.2.2.3.3.3.0.4.4.0.2.2.3.3.3.0.4.4,20,40,
18001FC2035A1,0.0.0.1.1.1.0.0.0.2.2.2.2.2.2.0.3.3.0.4.4.0.4.4.0.3.3,16,24,
108030842FB421,0.1.1.0.2.2.0.0.0.0.3.3.5.2.2.0.4.4.0.3.3.5.2.2.0.4.4,208,392,
1080008FEC042D,0.1.1.0.2.2.0.0.0.0.3.3.4.4.4.4.4.4.0.3.3.0.5.5.0.5.5,168,248,
108430842DB421,0.1.1.0.2.2.0.3.3.0.4.4.0.2.2.0.5.5.0.4.4.0.2.2.0.5.5,256,482,
108436842D8421,0.1.1.0.2.2.0.3.3.0.4.4.0.2.2.0.3.3.0.4.4.0.2.2.0.5.5,139,255,
100401FC2035A1,0.1.1.0.0.0.0.2.2.3.3.3.3.3.3.0.4.4.0.5.5.0.5.5.0.4.4,198,290,
100407FC2005A1,0.1.1.0.0.0.0.2.2.3.3.3.3.3.3.0.2.2.0.4.4.0.4.4.0.5.5,111,159,
180008C6F8463,0.0.0.1.1.1.0.0.0.0.2.2.3.3.3.4.4.4.0.2.2.3.3.3.5.5.5,38,76,
18001FC203C61,0.0.0.1.1.1.0.0.0.2.2.2.2.2.2.0.3.3.4.4.4.5.5.5.0.3.3,28,40,
18401FC6005A1,0.0.0.1.1.1.0.2.2.3.3.3.3.3.3.4.4.4.0.5.5.0.5.5.0.6.6,106,212,
118001FC6005A1,0.1.1.2.2.2.0.0.0.3.3.3.3.3.3.4.4.4.0.5.5.0.5.5.0.6.6,57,114,
1180008FEC0461,0.1.1.2.2.2.0.0.0.0.3.3.4.4.4.4.4.4.0.3.3.5.5.5.0.6.6,42,60,
1184008FEC0460,0.1.1.2.2.2.0.3.3.0.4.4.5.5.5.5.5.5.0.4.4.6.6.6.0.0.0,80,116,
108001FC6005A3,0.1.1.0.2.2.0.0.0.3.3.3.3.3.3.4.4.4.0.5.5.0.5.5.6.6.6,316,632,
1080008C6F8463,0.1.1.0.2.2.0.0.0.0.3.3.4.4.4.5.5.5.0.3.3.4.4.4.6.6.6,286,520,
8401FC203C61,0.0.0.0.1.1.0.2.2.3.3.3.3.3.3.0.4.4.5.5.5.6.6.6.0.4.4,228,316,
108070842FC421,0.1.1.3.2.2.0.0.0.0.4.4.3.2.2.6.5.5.0.4.4.3.2.2.6.7.7,113,226,
108470842F8421,0.1.1.4.2.2.0.3.3.0.5.5.4.2.2.0.6.6.0.5.5.4.2.2.0.7.7,403,806,
1084008C6F8461,0.1.1.0.2.2.0.3.3.0.4.4.5.5.5.6.6.6.0.4.4.5.5.5.0.7.7,354,618,
1088008C6F8461,0.1.1.0.2.2.3.3.0.0.4.4.5.5.5.6.6.6.0.4.4.5.5.5.0.7.7,100,174,
1084008FEC0461,0.1.1.0.2.2.0.3.3.0.4.4.5.5.5.5.5.5.0.4.4.6.6.6.0.7.7,304,438,
1180008FEC0431,0.1.1.2.2.2.0.0.0.0.3.3.4.4.4.4.4.4.0.3.3.6.5.5.6.7.7,84,118,
108430846D8423,0.1.1.0.2.2.0.3.3.0.4.4.0.2.2.5.5.5.0.4.4.0.2.2.6.6.6,260,460,
1184008C0F8463,0.1.1.2.2.2.0.3.3.0.4.4.5.5.5.0.0.0.0.4.4.5.5.5.6.6.6,296,592,
100401FC203C61,0.1.1.0.0.0.0.2.2.3.3.3.3.3.3.0.4.4.5.5.5.6.6.6.0.4.4,212,292,
108430847D8421,0.1.1.0.2.2.0.3.3.6.4.4.0.2.2.5.5.5.6.4.4.0.2.2.0.7.7,138,220,
108630846D8421,4.1.1.0.2.2.0.3.3.4.5.5.0.2.2.6.6.6.0.5.5.0.2.2.0.7.7,108,168,
100400F7A0043D,0.1.1.0.0.0.0.2.2.4.3.3.4.3.3.4.3.3.0.5.5.7.6.6.7.6.6,172,344,
104400F7A0042D,0.1.1.2.0.0.2.3.3.5.4.4.5.4.4.5.4.4.0.6.6.0.7.7.0.7.7,140,280,
10B4018C03C461,0.1.1.0.2.2.0.2.2.3.3.3.4.4.4.5.0.0.0.6.6.4.4.4.5.7.7,100,140,
1684018C03C461,0.1.1.0.1.1.0.2.2.3.3.3.4.4.4.5.0.0.0.6.6.4.4.4.5.7.7,128,184,
1084008C2F8463,0.1.1.0.2.2.0.3.3.0.4.4.5.5.5.0.6.6.0.4.4.5.5.5.7.7.7,1112,2104,
108401FC203C21,0.1.1.0.2.2.0.3.3.4.4.4.4.4.4.0.5.5.6.6.6.0.7.7.0.5.5,848,1168,
108230842FC421,3.1.1.0.2.2.0.0.0.3.4.4.6.2.2.7.5.5.0.4.4.6.2.2.7.8.8,166,272,
108430842FC421,0.1.1.0.2.2.0.3.3.0.4.4.6.2.2.7.5.5.0.4.4.6.2.2.7.8.8,896,1500,
108430843F8421,0.1.1.0.2.2.0.3.3.6.4.4.7.2.2.0.5.5.6.4.4.7.2.2.0.8.8,1184,1996,
1680000C1FF060,0.1.1.0.1.1.0.0.0.3.4.5.2.2.2.6.7.8.3.4.5.2.2.2.6.7.8,1032,1476,Split Road Quad
1684008C338461,0.1.1.0.1.1.0.2.2.6.3.3.4.4.4.0.5.5.6.7.7.4.4.4.0.8.8,776,1084,
